Daily Averages - OZONE Time Range: 18/07/2011 00:00 to 19/07/2022 00:00,,,,,
Initial Data,RANDWICK OZONE 1h average,ROZELLE OZONE 1h average,NEWCASTLE OZONE 1h average,WOLLONGONG OZONE 1h average,RICHMOND OZONE 1h average
Date,RANDWICK OZONE 24h average [pphm],ROZELLE OZONE 24h average [pphm],NEWCASTLE OZONE 24h average [pphm],WOLLONGONG OZONE 24h average [pphm],RICHMOND OZONE 24h average [pphm]
16/07/2013,0.5,0.6,0.3,0.4,0.7
17/07/2013,1,1.2,0.7,1.1,1
18/07/2013,1.1,0.9,0.9,1.2,0.6
19/07/2013,1.4,1.6,0.6,1.2,1.5
20/07/2013,2.1,2.5,1.6,1.9,1.9
21/07/2013,2.3,2.7,1.6,2.4,
22/07/2013,1.5,2,1,1.3,
23/07/2013,1.2,1.4,1.3,2.4,1.6
24/07/2013,2.1,1.7,2.2,2.3,2.2
25/07/2013,1.2,1,1.5,1.3,0.9
26/07/2013,0.9,0.8,0.8,1.7,0.8
27/07/2013,1.2,1.1,1.1,1.3,1.1
28/07/2013,1.1,1.2,0.6,2,0.8
29/07/2013,1.7,1.7,0.7,1.5,1.1
30/07/2013,1.5,1.1,1.3,1.6,0.7
31/07/2013,2.4,2,2.6,2.1,1.9
01/08/2013,1.1,0.9,1.8,1.4,0.9
02/08/2013,0.8,1,0.7,1.2,1.3
03/08/2013,1.8,2,2,2.5,2.2
04/08/2013,2,2.2,1.7,2.6,2.4
05/08/2013,1.7,2,1.4,2.8,2
06/08/2013,1.6,1.9,1.1,2.4,2
07/08/2013,2.1,1.7,1.9,2.2,1.7
08/08/2013,1.2,1.5,1.8,2.2,2
09/08/2013,0.8,0.9,1.7,2.3,1.5
10/08/2013,1.2,1.2,1.7,2.5,1.7
11/08/2013,1.7,1.4,1.3,2.2,1.6
12/08/2013,1.7,1.9,1.4,2.3,1.8
13/08/2013,1.6,2.1,1.5,2.3,2.2
14/08/2013,1.8,2.3,1.3,2,1.9
15/08/2013,2.1,1.9,2.2,2.1,2.1
16/08/2013,1.7,1.6,1.6,1.8,1.3
17/08/2013,2.1,2.2,1.4,2.5,2.2
18/08/2013,1.7,2.2,1.5,2,2.3
19/08/2013,2.3,2.4,1.8,2.2,2.5
20/08/2013,2,2.3,2.1,2.6,2.3
21/08/2013,1.6,1.8,1.2,2.5,1.7
22/08/2013,1.5,1.8,1.4,1.9,1.6
23/08/2013,1.9,2.2,2.2,2.7,2.6
24/08/2013,2.3,1.6,2,2.1,2.1
25/08/2013,1.8,1.7,1.3,2.1,2.1
26/08/2013,1.7,1.6,1.4,2.2,1.7
27/08/2013,1.6,1.2,1.3,1.5,1.5
28/08/2013,1.4,1.2,1.4,1.5,1.3
29/08/2013,2.3,2.1,2.2,2,1.8
30/08/2013,2.6,2.5,2.1,2.8,2.8
31/08/2013,2,1.6,1.6,1.8,1.9
01/09/2013,2.2,,2.1,2,2.1
02/09/2013,1.7,,1.8,2.2,1.6
03/09/2013,1.9,1.5,2,1.4,2.3
04/09/2013,1.9,1.6,1.8,1.5,1.6
05/09/2013,1.9,1.4,,1.9,1.7
06/09/2013,2.1,1.3,2.1,1.9,1.9
07/09/2013,2.6,2.4,2.2,1.9,2.2
08/09/2013,3,2.6,2.8,2.4,2.8
09/09/2013,2.1,1.9,2.2,2.4,1.7
10/09/2013,3.1,3.4,2.3,3.3,3.3
11/09/2013,2.5,2.8,2.5,3,2.6
12/09/2013,2.1,2.2,2.2,2.8,2.3
13/09/2013,2.7,2.3,2.7,2.5,2.6
14/09/2013,2.4,2.3,2.7,2.2,2.1
15/09/2013,2.6,2,2.5,2.3,2
16/09/2013,2.4,1.6,2.2,2.2,0.8
17/09/2013,2.2,2.4,1.9,2.1,2.5
18/09/2013,2.1,2.4,1.8,2.5,2.8
19/09/2013,1.7,2.4,2.2,3,3.2
20/09/2013,1.7,2.2,2.3,2.8,2.1
21/09/2013,2.1,1.6,2,2.1,2
22/09/2013,2.8,2.5,2.5,2.6,2.4
23/09/2013,2.1,1.6,1.5,2.3,2.4
24/09/2013,1.6,1.6,,2.3,2
25/09/2013,1.9,1.5,2.1,2.2,2.2
26/09/2013,2.4,2.1,2.2,2.5,2.4
27/09/2013,3.3,2.4,2.6,2.9,2.5
28/09/2013,2,2.1,2,2.6,2.2
29/09/2013,2.8,2.5,2.3,2.6,2.7
30/09/2013,2.7,1.7,1.6,2.6,2.2
01/10/2013,2.6,2.7,1.5,2.7,2.8
02/10/2013,2.1,2.4,1.7,2.1,2.6
03/10/2013,2.2,,1.8,2.6,2.7
04/10/2013,2.3,1.7,2.1,2.1,2.4
05/10/2013,2,1.4,1.6,2.9,2.4
06/10/2013,2.5,2.1,1.8,3.5,2.5
07/10/2013,2.9,2.6,2.7,2.7,2.9
08/10/2013,2,1.7,2.6,1.8,2.2
09/10/2013,2.1,1.4,1.4,2.7,2.7
10/10/2013,3,3.3,2.5,3.3,3
11/10/2013,3.1,2.3,2.6,2.5,3
12/10/2013,2.4,1.9,2.5,2.6,3.2
13/10/2013,2.7,2.6,2.8,2.6,2.9
14/10/2013,2.6,2.4,2.9,,2.8
15/10/2013,2.4,2.1,2.4,,2.3
16/10/2013,2.6,2.3,2.1,,2.2
17/10/2013,2.8,2.8,2.3,,3
18/10/2013,2.5,2.2,2.6,2.4,3.1
19/10/2013,2.5,2.2,2.3,3.2,2.7
20/10/2013,2.2,1.7,2.3,2.6,3.2
21/10/2013,3,2.6,2.1,3.8,4
22/10/2013,2.9,2.5,3.3,3.3,2.8
23/10/2013,3.1,3.3,3.3,3.3,3.7
24/10/2013,2.2,2.3,2.9,2.2,2.8
25/10/2013,2.6,2.4,2.5,2.6,3.1
26/10/2013,2.4,2.1,2.7,2.7,2.3
27/10/2013,2.7,2.5,2.3,2.7,2.9
28/10/2013,3.1,2.2,3.2,2.3,3.2
29/10/2013,2.1,1.8,2.5,1.9,2.8
30/10/2013,2.4,1.7,2.2,2.1,2.5
31/10/2013,2.2,1.8,2.1,1.9,2.7
01/11/2013,2.7,2.1,2.9,2,2.7
02/11/2013,2.9,2.1,2.5,3.3,3.2
03/11/2013,2.6,2.4,2.6,2.4,2.9
04/11/2013,2.2,1.9,2.3,1.9,2.2
05/11/2013,2.5,1.7,2.6,1.9,2.3
06/11/2013,2.2,1.6,2.4,2.3,
07/11/2013,3,2.1,2.6,3.1,
08/11/2013,3.7,2.5,3.4,3.9,4
09/11/2013,3.4,2.8,3.1,2.7,3.6
10/11/2013,2.5,1.9,2.7,2.2,2
11/11/2013,2.6,1.8,2.5,2.3,2
12/11/2013,2,1.5,2.3,2,2
13/11/2013,3,2.4,2.6,3.2,2.5
14/11/2013,2.8,,3.4,2.5,2.9
15/11/2013,2.2,1.9,2.9,2,2.5
16/11/2013,2.7,2.2,3.3,2.1,2.3
17/11/2013,2.2,1.9,2.1,1.9,1.9
18/11/2013,2.5,2,2.7,1.7,2.2
19/11/2013,,1.5,1.9,1.7,2.4
20/11/2013,2.1,1.7,2.1,2.3,2.4
21/11/2013,2.5,2.2,2.4,2.1,2.1
22/11/2013,2.1,1.8,1.9,1.8,1.6
23/11/2013,2.5,1.7,1.7,2.3,2.4
24/11/2013,3,2.7,2.8,2.7,2.6
25/11/2013,2,1.7,2.6,1.7,2
26/11/2013,2.5,1.8,2.1,2,2.6
27/11/2013,1.8,,2.3,2,2.4
28/11/2013,2.5,2.1,2,2.6,3.1
29/11/2013,,2,2.5,2,2.2
30/11/2013,2.2,1.6,2,2,2.1
01/12/2013,1.7,1.4,1.8,1.8,2
02/12/2013,2,1.8,1.7,2.1,2.1
03/12/2013,1.7,1.7,1.6,2,2
04/12/2013,2.1,1.8,1.8,2.3,2.7
05/12/2013,2.3,2.3,3,2.4,2.6
06/12/2013,1.8,,2,1.7,2.2
07/12/2013,2.8,2.3,2.3,2.7,2.9
08/12/2013,2.8,2.5,2.6,2.5,3.5
09/12/2013,3.3,2.5,2.7,3,3.2
10/12/2013,3.5,3.2,3.8,3.1,3.1
11/12/2013,2.7,2.1,3,2.4,2.6
12/12/2013,2.5,2,2.5,2.2,2.6
13/12/2013,2.5,2.1,2.6,2.4,3
14/12/2013,3.5,3.2,3.2,2.3,2.9
15/12/2013,2.1,2,2.9,1.7,2.7
16/12/2013,2,1.7,2.1,1.8,2.1
17/12/2013,1.6,,1.8,1.6,1.9
18/12/2013,1.7,1.2,1.7,1.3,1.8
19/12/2013,1.7,1.7,1.6,1.6,2.2
20/12/2013,3.2,3.2,2.2,3.9,4.1
21/12/2013,2.4,2.5,2.5,1.9,3.7
22/12/2013,2.7,2,2.3,2.7,4
23/12/2013,3,2.4,2.3,2.3,3
24/12/2013,1.7,1.5,2,1.4,1.6
25/12/2013,1.3,1.3,1.5,1.5,1.1
26/12/2013,2.1,2.1,1.8,2,2.3
27/12/2013,1.7,1.5,2,1.8,2.1
28/12/2013,1.6,1.6,1.8,1.7,2
29/12/2013,2.2,2.1,1.9,2.2,2.1
30/12/2013,2.2,1.9,2.1,1.9,2.3
31/12/2013,2,1.9,,2.4,2.5
01/01/2014,2.3,2.2,2.1,2.2,2.3
02/01/2014,2.5,2.5,3.1,2.1,2.3
03/01/2014,2.3,2,2.6,2.2,2.6
04/01/2014,2.4,2.3,2.4,2.4,2.5
05/01/2014,2.3,2.2,2.2,2.1,2.2
06/01/2014,,1.9,2.3,2.2,1.9
07/01/2014,1.9,1.7,2,1.5,1.6
08/01/2014,1.8,1.3,1.8,1.4,1.3
09/01/2014,1.7,1.4,1.7,1.2,1.4
10/01/2014,1.6,1.2,1.4,1.4,1.8
11/01/2014,1.7,1.6,1.7,1.9,2.9
12/01/2014,2.1,2.1,1.8,2.2,2.8
13/01/2014,1.9,1.6,1.9,1.6,2.4
14/01/2014,1.7,1.7,1.6,1.6,2.2
15/01/2014,1.6,1.6,1.4,,2.6
16/01/2014,1.5,1.6,1.5,1.3,2.9
17/01/2014,1.6,1.4,1.3,1.4,2.4
18/01/2014,1.7,1.5,1.4,1.8,3.2
19/01/2014,2.1,1.8,1.8,1.9,2.4
20/01/2014,2.1,1.7,2.4,1.4,2.4
21/01/2014,2,1.4,2.1,1.3,1.6
22/01/2014,1.7,1.3,1.9,1.3,1.2
23/01/2014,1.8,1.4,1.6,1.6,1.3
24/01/2014,1.7,1.5,1.8,1.8,1.8
25/01/2014,2.2,2.3,2.7,1.7,2.1
26/01/2014,1.7,1.4,2,1.4,1.5
27/01/2014,1.4,1.3,1.4,1.5,1.7
28/01/2014,1.6,1.6,,1.5,1.6
29/01/2014,1.9,1.8,1.6,1.7,3.1
30/01/2014,2.1,2,2,1.8,2.6
31/01/2014,2.2,2,1.7,2.2,3
01/02/2014,2.4,2.3,2.1,2.4,3.9
02/02/2014,1.7,1.8,1.7,1.7,2
03/02/2014,2,2.1,1.8,1.9,2
04/02/2014,1.8,1.6,1.8,1.1,1.3
05/02/2014,2,1.7,2.1,1.6,1.7
06/02/2014,1.5,1.4,1.8,1.1,
07/02/2014,1.7,1.6,1.6,,1.8
08/02/2014,1.9,1.8,1.5,1.6,2.7
09/02/2014,1.8,1.8,1.6,1.5,2.3
10/02/2014,1.9,1.8,1.8,1.7,2.2
11/02/2014,2.3,1.8,2.1,1.7,2.2
12/02/2014,2.3,1.7,1.9,1.3,1.9
13/02/2014,2,2.1,2.1,1.7,2.6
14/02/2014,2.2,1.9,2.1,2,2.4
15/02/2014,1.9,1.4,1.4,2.2,2
16/02/2014,2.3,2.1,1.8,2.2,2.1
17/02/2014,1.5,1.2,1.9,1.2,1.5
18/02/2014,1.6,0.8,,1.3,1.4
19/02/2014,1.8,1.6,1.6,1.4,1.7
20/02/2014,2.1,1.6,,2,2.5
21/02/2014,2.5,2.1,2.8,2.4,2.7
22/02/2014,2.5,2.2,2.6,2.1,2.7
23/02/2014,2.1,1.9,2.1,1.8,2.2
24/02/2014,1.5,1.2,1.6,1.4,1.9
25/02/2014,1.4,1.3,1.5,1.4,1.3
26/02/2014,2.7,2.5,2,2.1,2.5
27/02/2014,2,1.5,2.5,1,1.3
28/02/2014,1.7,,2.3,0.9,1.4
01/03/2014,1.1,0.6,,1.3,1.2
02/03/2014,1.6,1.2,,1.4,1.2
03/03/2014,1.5,0.8,,0.9,1.3
04/03/2014,1.4,1.2,1.6,1.3,1.6
05/03/2014,1.5,1.5,1.4,1.5,1.4
06/03/2014,2,1.6,1.6,1.8,2.1
07/03/2014,2.1,1.5,1.5,1.8,1.8
08/03/2014,1.9,1.4,1.9,1.5,1.7
09/03/2014,1.6,1.1,1.6,1.8,1.6
10/03/2014,1.9,1.5,1.9,1.5,1.7
11/03/2014,1.4,1.2,1.5,1.5,1.7
12/03/2014,2.6,2.1,2.2,1.9,2.7
13/03/2014,2.1,1.7,2.1,1.6,2.6
14/03/2014,1.6,1.1,1.6,1.2,1.8
15/03/2014,2.2,1.9,1.6,2.2,1.5
16/03/2014,2.1,2.1,2,2.4,1.6
17/03/2014,2.2,2.1,2.1,2.1,2.3
18/03/2014,2.2,1.8,1.7,2,1.7
19/03/2014,2.4,1.9,2,1.9,2.3
20/03/2014,2.4,1.8,2,2.1,2.2
21/03/2014,1.7,1.5,1.4,1.6,1.3
22/03/2014,1.9,1.7,1.3,1.8,1.9
23/03/2014,2.7,2.4,2.6,2.1,2.3
24/03/2014,1.7,1.7,1.8,2.1,1.9
25/03/2014,1.1,0.9,1.3,1.9,1.7
26/03/2014,1.3,0.8,1.2,1.3,0.6
27/03/2014,1.1,0.9,1.1,1.6,1.4
28/03/2014,0.8,0.7,1.6,0.7,1.3
29/03/2014,1.9,1.4,1.9,1.8,1.7
30/03/2014,1.8,1.5,2.1,1.7,2
31/03/2014,1.8,1.3,2.1,1.7,1.5
01/04/2014,1.7,1.6,1.6,1.9,1.7
02/04/2014,1.9,1.4,1.9,1.8,2.1
03/04/2014,1.9,1.3,1.7,2.2,2.5
04/04/2014,1.6,1.2,2.3,1.1,1.7
05/04/2014,1.8,1.6,2.4,1.8,1.9
06/04/2014,2.2,1.6,2.3,1.9,1.9
07/04/2014,2.5,1.3,2.4,1.5,1.7
08/04/2014,1.1,0.7,1.7,1.1,1.4
09/04/2014,1.4,0.8,1.6,1.5,1.4
10/04/2014,0.5,0.3,1.2,0.9,0.7
11/04/2014,1.5,1.5,1.8,1.5,1.8
12/04/2014,1.9,1.8,2.1,2.4,2.2
13/04/2014,2,1.7,2.3,2.2,2.3
14/04/2014,1.6,1.4,2,1.9,2.1
15/04/2014,1.6,1.3,1.9,1.7,1.8
16/04/2014,1.7,1.4,2.1,2,2.2
17/04/2014,1.4,1.1,2,1.5,1.4
18/04/2014,1.8,1.6,2,2.1,2.1
19/04/2014,2.2,1.4,2.5,2,2.1
20/04/2014,1.9,1.8,1.9,2.2,1.9
21/04/2014,2.2,2.4,1.6,1.8,2
22/04/2014,0.9,1.1,0.9,2,1.1
23/04/2014,1.6,0.9,0.9,1.4,1.1
24/04/2014,1.7,1.3,1.4,1.6,1.4
25/04/2014,2.5,2.1,2.5,1.7,1.7
26/04/2014,0.7,0.7,0.6,2.1,0.9
27/04/2014,2.4,1.5,2.4,2.3,1.8
28/04/2014,1.5,1,1.6,1.6,1.6
29/04/2014,1.6,1.4,1,1.9,1.2
30/04/2014,1.6,1.6,1.2,1.8,1.9
01/05/2014,1.6,1,1.6,1.6,1.3
02/05/2014,1,1.1,1.3,2.2,1.3
03/05/2014,1.5,1.8,2.2,1.7,1.9
04/05/2014,2,1.9,2.2,2.4,2.4
05/05/2014,1.4,1.3,1.4,1.9,1.5
06/05/2014,1.1,0.8,0.9,1.3,
07/05/2014,1.8,1.2,1.6,2.1,1.6
08/05/2014,2,1.2,1.6,2,1.4
09/05/2014,1.1,0.6,1.4,1.1,1.1
10/05/2014,0.9,1,0.5,1.8,1
11/05/2014,2.1,1.5,1.6,1.6,1.7
12/05/2014,1.9,1.3,2.1,1.6,1.2
13/05/2014,1.2,0.7,1.6,1.2,1.2
14/05/2014,1.3,,1.2,1.5,0.9
15/05/2014,1,,0.6,1.5,0.9
16/05/2014,1,0.7,0.7,1.5,1
17/05/2014,1,0.9,0.7,2.1,1.2
18/05/2014,0.7,0.7,0.4,2.3,0.8
19/05/2014,0.7,0.7,0.7,1.5,0.9
20/05/2014,0.5,0.6,0.7,2,1.3
21/05/2014,1.2,0.8,1.1,1.5,1.2
22/05/2014,1,0.9,0.7,1.5,1
23/05/2014,0.7,0.8,0.7,1.3,1.6
24/05/2014,1.3,1.1,1.7,1.1,1.9
25/05/2014,1.3,0.9,0.7,1.3,1.2
26/05/2014,1.5,1.1,1.3,1.4,1.1
27/05/2014,1.5,1.5,1.2,1.6,1.6
28/05/2014,1.5,1.7,1.2,1.9,2.1
29/05/2014,2,1.3,1.4,1.9,
30/05/2014,2.1,1,1.7,1.4,1.7
31/05/2014,2,1.2,1.9,1.6,1.2
01/06/2014,1.8,0.9,1.2,1.7,0.9
02/06/2014,0.6,0.7,0.7,1.3,0.9
03/06/2014,1.1,1.1,1.2,2.4,1.2
04/06/2014,1.2,0.9,1.4,1.6,1
05/06/2014,0.8,0.5,1.6,0.9,1.2
06/06/2014,2.2,1.8,2.5,2.1,2.2
07/06/2014,1.5,1.4,2.3,1.8,1.8
08/06/2014,1.6,1.4,2.4,2.1,1.4
09/06/2014,2.1,1.4,2.6,2.2,1.5
10/06/2014,2,0.8,3,1.3,1.4
11/06/2014,0.8,0.6,1.3,0.2,0.9
12/06/2014,0.8,0.6,0.8,0.9,0.8
13/06/2014,0.5,0.3,0.2,0.8,0.4
14/06/2014,1.1,0.9,1,1.5,1.3
15/06/2014,1.7,1.7,1.8,2.4,2
16/06/2014,1.2,0.8,1.4,1.9,1.3
17/06/2014,1.2,1.3,1.4,1.9,2.3
18/06/2014,1.3,0.9,1.1,1.4,0.9
19/06/2014,0.8,0.7,0.6,0.9,0.8
20/06/2014,0.8,0.9,0.5,1.1,0.8
21/06/2014,0.9,0.7,0.9,1.5,1
22/06/2014,0.7,0.5,1.1,1.1,0.8
23/06/2014,0.9,1.1,0.2,1.4,1.3
24/06/2014,2.3,2.6,2.1,2.9,3
25/06/2014,1.7,1.8,2.4,2.7,2.9
26/06/2014,1.4,1.8,2,2.3,2.7
27/06/2014,1.3,1.4,1.1,1.4,1.8
28/06/2014,2.5,2.6,1.4,2.4,2.3
29/06/2014,2.5,2.7,2.8,2.9,3
30/06/2014,1.9,1.9,2.2,2.7,2.5
01/07/2014,1.6,1.2,1.3,2.3,1.2
02/07/2014,1.3,1,1.1,1.6,1
03/07/2014,0.7,0.5,0.6,0.9,0.9
04/07/2014,0.9,1,0.9,1.7,1.3
05/07/2014,1.5,1.5,1.6,2.2,1.8
06/07/2014,2.1,1.9,2.2,2.6,1.9
07/07/2014,1.2,1.4,1.5,2.3,1.4
08/07/2014,1,0.7,1,1.4,0.9
09/07/2014,1.5,1.6,1,1.5,1.6
10/07/2014,1.7,2.3,2.3,2.6,2.4
11/07/2014,1.5,1.6,2.3,2.5,2.2
12/07/2014,1.8,2,2.1,2.4,1.9
13/07/2014,1.9,2,2.6,2.4,2.5
14/07/2014,1.3,1,2,1.7,1.1
15/07/2014,0.3,0.2,0.7,0.9,0.6
16/07/2014,0.6,0.8,1,1.7,1.2
17/07/2014,1.3,1.7,1.9,2.1,2.2
18/07/2014,1.9,2,2.1,2.5,2.1
19/07/2014,2.2,2.4,2.4,2.8,2.5
20/07/2014,2.5,1.9,2.7,2.4,2.4
21/07/2014,1.1,0.8,1.8,1.1,1.2
22/07/2014,1.3,0.8,1.4,1.1,1.1
23/07/2014,1.5,0.6,1.5,,1
24/07/2014,0.6,0.4,0.5,,0.7
25/07/2014,1,1.1,0.5,,1.6
26/07/2014,0.7,0.8,1.3,1.8,1.2
27/07/2014,1.3,1.2,1.3,2.3,1.2
28/07/2014,0.9,0.8,1.1,1.8,1.2
29/07/2014,1.7,1.9,1.5,1.6,2.3
30/07/2014,1.8,2.1,1.6,2.2,2.2
31/07/2014,2.2,2.5,1.3,2.2,2.6
01/08/2014,2.1,2.6,2,2.4,2.9
02/08/2014,2.5,2.2,2.6,2.4,2.1
03/08/2014,1.7,1.4,2.5,1.9,1.6
04/08/2014,1.3,0.8,1.3,1.1,1.2
05/08/2014,1.3,0.9,1.5,1.3,1.2
06/08/2014,1.1,1,1,1.7,2
07/08/2014,1.8,1.4,1.4,1.8,1.4
08/08/2014,1.2,0.6,1.2,1.4,1.3
09/08/2014,1.1,0.9,0.9,2.5,1.6
10/08/2014,1.6,1.8,1.8,2.5,1.8
11/08/2014,2,1.9,2.5,2.1,1.9
12/08/2014,1.8,1.4,2.1,1.8,1.8
13/08/2014,2.1,1.2,1.9,1.7,1.7
14/08/2014,1.6,0.9,2.3,1.4,1.3
15/08/2014,1.4,0.9,1.9,1.2,1.2
16/08/2014,1.3,0.8,1.5,1.4,1.1
17/08/2014,2.2,1.8,2.5,2.6,2.1
18/08/2014,2.5,2.4,2,3,2.5
19/08/2014,3.1,2.9,2.7,3,2.9
20/08/2014,2.2,2.1,2.6,2.2,2.5
21/08/2014,2.2,1.5,2.4,2,1.9
22/08/2014,2,1.1,2.9,1.9,1.8
23/08/2014,1.6,1,2.1,1.8,1.7
24/08/2014,1.5,1.1,2,1.5,1.7
25/08/2014,1.8,1.2,1.5,1.5,1.6
26/08/2014,2.3,1.2,2.8,2.4,1.4
27/08/2014,3.1,2.3,3.3,2.3,2.5
28/08/2014,2.9,1.8,3.2,2.1,2.4
29/08/2014,2.1,1.8,2.7,2.4,2.1
30/08/2014,2.3,2.5,2.7,2.6,2.6
31/08/2014,1.9,1.7,2.3,2,2
01/09/2014,1.3,1.2,1,1.3,1.5
02/09/2014,1.8,1.9,1.3,2.4,2.5
03/09/2014,2.4,2.4,2.8,2.6,2.5
04/09/2014,1.9,2.1,2.7,2.5,2.4
05/09/2014,2,1.9,2.7,2.2,2.6
06/09/2014,2.7,1.8,2.5,2.1,2.2
07/09/2014,1.8,1.8,2.3,1.9,2
08/09/2014,1.8,1.7,1.6,1.7,1.4
09/09/2014,2,2,1.4,1.9,1.7
10/09/2014,1.8,2,1.7,2.3,
11/09/2014,2,2.1,,2.9,
12/09/2014,2.9,2.6,,2.2,1.9
13/09/2014,2.6,1.9,2.4,2.3,1.9
14/09/2014,2.1,2.3,2.1,2.4,1.8
15/09/2014,2.3,2,2.9,2.4,2
16/09/2014,2.4,2.4,2.9,2.5,1.9
17/09/2014,2,2.5,2.5,2.7,2.5
18/09/2014,2.1,,2.4,2.2,1.9
19/09/2014,1.6,1.3,1.2,1.6,1.6
20/09/2014,1.8,1.6,2.1,1.8,1.7
21/09/2014,2,1.8,2.3,2.3,1.7
22/09/2014,1.9,1.7,2,2,1.9
23/09/2014,1.9,1.7,1.7,1.9,1.7
24/09/2014,1.9,1.6,1.7,1.8,1.6
25/09/2014,2.2,2.3,1.6,2,1.8
26/09/2014,2.8,2.7,3.1,2.5,2
27/09/2014,2.1,2.1,2.5,1.9,2.2
28/09/2014,2.1,2.1,1.8,2.6,1.8
29/09/2014,2.9,3.4,1.8,2.7,2.3
30/09/2014,2.2,2.5,1.8,,2.3
01/10/2014,2.6,2.5,2.7,2.4,2.4
02/10/2014,2.2,1.9,2,2,1.8
03/10/2014,2.5,1.8,2.3,2,2.5
04/10/2014,2.6,2.1,2.5,2.3,2.3
05/10/2014,2.9,2.9,2.6,3.3,2.4
06/10/2014,3,2.8,3.1,3.1,3.2
07/10/2014,3.2,3.1,2.8,3.2,3.3
08/10/2014,2.8,2.6,2.5,2.6,2.3
09/10/2014,2.5,2.2,2.2,2.3,2.1
10/10/2014,2.2,2,2.1,1.8,1.9
11/10/2014,2.2,2,2.4,2.5,2.6
12/10/2014,2.5,2.2,2.1,2.5,2.7
13/10/2014,2.3,2.3,2.5,2.2,1.9
14/10/2014,1.8,2.1,2.1,2.2,2.2
15/10/2014,2,2.1,2,2.2,2.1
16/10/2014,2,1.5,2.1,1.9,1.9
17/10/2014,2.3,1.8,2.4,1.7,1.9
18/10/2014,1.8,1.7,2.7,2,2.1
19/10/2014,2.3,2.3,1.7,2.7,1.9
20/10/2014,2.3,2.2,2.2,1.9,1.9
21/10/2014,2.8,2.4,2.8,2.1,1.9
22/10/2014,2.2,2.3,2.1,1.9,1.8
23/10/2014,2.1,2,1.7,2.3,2.1
24/10/2014,2.5,2.1,2.1,2.4,3
25/10/2014,2.5,2.7,3.4,2.4,3.3
26/10/2014,3.2,3.5,4,2.4,2.9
27/10/2014,3.2,3,2.8,2.9,3.2
28/10/2014,2,2.3,2.5,2.1,2.5
29/10/2014,2.2,2.1,2.4,2.2,2.3
30/10/2014,3.1,2.5,2.3,3,
31/10/2014,3.1,2.8,2.5,3.4,2.6
01/11/2014,3.7,3.8,3.6,3.6,4.3
02/11/2014,2.7,2.4,2.8,2.4,2.7
03/11/2014,2.1,1.6,2.3,2.1,2.4
04/11/2014,2.5,2.3,2.5,2.3,2.5
05/11/2014,,2.2,2.3,1.9,2.3
06/11/2014,2.5,2.4,2,2.2,2.3
07/11/2014,2.1,1.7,2.2,1.7,2.4
08/11/2014,2,1.9,1.9,2,2
09/11/2014,2.6,2.7,2.8,2.3,3
10/11/2014,2.9,2.9,2.9,2.7,3.2
11/11/2014,2.7,2.3,2.8,1.8,2.3
12/11/2014,2.2,1.9,2.6,2.1,2.6
13/11/2014,2.3,2.2,2.3,1.9,2.4
14/11/2014,,2.9,2.3,3.6,3.3
15/11/2014,2.4,2.3,2.5,2.1,2.7
16/11/2014,2.6,2.8,2.3,2.1,3.2
17/11/2014,2.7,2.6,2.9,2.2,3
18/11/2014,2.9,2.8,2.7,2.3,3.2
19/11/2014,2.5,2.2,2.6,2.4,2.9
20/11/2014,2.7,2.2,2.3,2.8,3.2
21/11/2014,3.5,3.1,3.2,2.9,3.7
22/11/2014,2.6,2.3,2.6,2.3,3.3
23/11/2014,2.7,3.3,3,2.5,3.9
24/11/2014,2.9,2.4,3.1,3,3
25/11/2014,2.6,2.5,2.6,2.2,3.1
26/11/2014,2.4,2.1,2.2,2.3,2.4
27/11/2014,2.3,1.9,2.3,1.2,1.6
28/11/2014,2.3,1.7,2.2,1.6,2.3
29/11/2014,1.8,1.7,2,1.7,2.4
30/11/2014,2,2,1.9,2.1,2.9
01/12/2014,2.6,2.3,1.9,3.3,3.3
02/12/2014,3.4,,2.5,3.6,3.9
03/12/2014,3.1,,3.2,2.9,
04/12/2014,,2.6,2.3,3.2,
05/12/2014,4.3,3.1,3.5,3.4,3.3
06/12/2014,4.6,3.7,3,3.8,3.7
07/12/2014,3.5,3.2,2.3,3.2,3.3
08/12/2014,3.2,2.8,2.2,2.9,2.8
09/12/2014,2.9,2.1,2.9,1.5,2.5
10/12/2014,2.7,1.7,2.3,1.7,2.2
11/12/2014,2.5,1.8,2.4,2,1.9
12/12/2014,2.2,1.6,2,1.7,1.8
13/12/2014,,1.7,2,1.8,1.9
14/12/2014,2.4,1.6,1.9,2,2.2
15/12/2014,2.5,2,1.9,1.8,2.5
16/12/2014,2.4,1.6,1.7,1.6,2.9
17/12/2014,2.3,1.7,1.9,1.7,2
18/12/2014,2.2,1.5,1.7,1.7,2.6
19/12/2014,2.6,2,2.2,1.9,2.4
20/12/2014,,1.7,2,1.6,2.2
21/12/2014,,1.7,1.9,1.9,2.3
22/12/2014,,1.6,1.4,1.5,2.1
23/12/2014,2.1,1.5,0.9,1.7,2.1
24/12/2014,2.3,1.5,1.5,1.1,2.2
25/12/2014,3,2.6,2.3,2.4,2.6
26/12/2014,2.7,2.3,2.8,2.4,2.4
27/12/2014,2.2,1.7,1.9,1.7,1.8
28/12/2014,2,1.5,1.5,1.7,2
29/12/2014,2.8,2.2,1.7,2.5,2.2
