Daily Averages - OZONE Time Range: 18/07/2011 00:00 to 19/07/2022 00:00,,,,,
Initial Data,RANDWICK OZONE 1h average,ROZELLE OZONE 1h average,NEWCASTLE OZONE 1h average,WOLLONGONG OZONE 1h average,RICHMOND OZONE 1h average
Date,RANDWICK OZONE 24h average [pphm],ROZELLE OZONE 24h average [pphm],NEWCASTLE OZONE 24h average [pphm],WOLLONGONG OZONE 24h average [pphm],RICHMOND OZONE 24h average [pphm]
14/06/2016,0.4,0.5,0.4,1.5,0.8
15/06/2016,0.5,0.4,1,1.1,0.8
16/06/2016,0.7,0.6,0.2,1.2,0.8
17/06/2016,1.2,1.3,0.2,1.5,0.9
18/06/2016,1.4,1,0.3,0.9,0.7
19/06/2016,2,1.1,1.7,1.8,0.8
20/06/2016,1.2,1.4,1.6,1.6,1.5
21/06/2016,1.7,2,2.2,2,2.4
22/06/2016,1.6,1.8,1.9,1.8,2.5
23/06/2016,1.3,1.5,1.1,1.5,1.5
24/06/2016,1.9,2.1,1.9,2.2,
25/06/2016,1.8,2,1.7,2.4,2.2
26/06/2016,1,0.9,0.7,1.6,0.8
27/06/2016,0.6,0.7,1,1.5,1.2
28/06/2016,1.3,,1.2,1.8,1.6
29/06/2016,0.6,0.5,0.8,1,0.8
30/06/2016,0.9,1,0.5,1.6,0.8
01/07/2016,1.3,1.5,1.5,2.3,2.1
02/07/2016,1.3,1.3,1,2.4,1.2
03/07/2016,1,1,0.8,2,1
04/07/2016,0.3,0.3,0.3,0.9,0.5
05/07/2016,0.9,0.9,1,1.3,1.2
06/07/2016,1.7,1.9,1.8,2.4,2.4
07/07/2016,2.5,1.7,1.7,2.3,2.6
08/07/2016,1.4,0.6,1.1,1.9,1.7
09/07/2016,1.3,1.2,2.1,1.8,1.2
10/07/2016,1.9,1.5,1.3,2,1.1
11/07/2016,1.8,1.8,0.5,1.8,1.8
12/07/2016,1.9,2.1,1.6,1.8,2.6
13/07/2016,2,2.3,2.3,2.7,2.6
14/07/2016,1.2,1.2,1.1,2.5,1.3
15/07/2016,1,0.7,0.9,1.7,0.7
16/07/2016,1.3,0.6,0.7,1.1,0.9
17/07/2016,1.1,0.7,1,1.3,1.2
18/07/2016,0.7,0.9,0.5,1.6,0.8
19/07/2016,0.6,0.6,0.6,1.4,0.7
20/07/2016,1,0.6,0.8,1.1,0.8
21/07/2016,1.1,0.6,1,1.6,1.5
22/07/2016,1.2,1.3,0.9,1.9,1.7
23/07/2016,2.3,2.4,2.6,2.9,2.9
24/07/2016,2,2.1,1.5,2.2,1.8
25/07/2016,1.8,2,1.8,,2.3
26/07/2016,1.6,1.9,1.8,,2.3
27/07/2016,1.9,1.7,1.8,2.5,2
28/07/2016,1.4,1.4,1.1,2.4,1.2
29/07/2016,1.3,1.1,1.3,1.8,1.2
30/07/2016,1.3,1,1.2,1.9,1.1
31/07/2016,0.6,0.7,1.2,1.9,1
01/08/2016,0.3,0.2,0.4,0.9,0.3
02/08/2016,1.7,1.2,1.6,1.5,1.2
03/08/2016,2.9,2,3.1,2.6,2.4
04/08/2016,3.2,2.2,3.2,2.5,2.7
05/08/2016,1.7,1.5,2.2,2,1.7
06/08/2016,1.1,0.9,1.8,1.7,1.1
07/08/2016,1.4,1.2,1.8,1.5,1.6
08/08/2016,1.2,0.8,1.2,1.3,1.1
09/08/2016,0.9,0.7,1,1.1,0.9
10/08/2016,1.7,2.1,1.2,1.7,2.4
11/08/2016,1.6,1.6,1.6,2.4,2.4
12/08/2016,1.6,1.5,1.2,1.8,1.8
13/08/2016,1.6,1.6,1.5,2.7,2
14/08/2016,1.6,1.1,1.4,2,1.5
15/08/2016,1.6,1.2,1.4,1.6,1.1
16/08/2016,1.4,0.8,0.8,1.7,1.3
17/08/2016,1.3,1,0.9,1.5,1.5
18/08/2016,1.8,1.5,1.5,1.9,1.4
19/08/2016,1.9,2,1.1,2.6,2
20/08/2016,2,2.2,2.2,2.9,2.7
21/08/2016,1.9,1.9,1.6,2.5,1.6
22/08/2016,0.3,0.3,0.1,1.5,0.9
23/08/2016,1.8,1.4,1.6,1.9,1.1
24/08/2016,3,1.9,1.3,1.6,2
25/08/2016,1.7,1.5,1.3,2.3,2.4
26/08/2016,2.1,1.8,1.6,2.1,1.7
27/08/2016,1.9,1.7,1.8,2.5,1.5
28/08/2016,1.7,1.3,1.6,2.3,1.3
29/08/2016,1.3,0.7,1.7,1.4,0.9
30/08/2016,1.5,1.1,1.7,1.7,1.2
31/08/2016,1.6,1.6,0.9,1.6,1.6
01/09/2016,1.6,1.3,1.7,1.5,1.5
02/09/2016,1.8,0.6,1,1,0.8
03/09/2016,2.1,2.3,2.2,2.5,2.4
04/09/2016,1.5,1.5,1.7,2.4,2
05/09/2016,1.7,1.4,1.4,1.4,1
06/09/2016,1.9,1,1.6,1.2,1.5
07/09/2016,2.2,1.8,1.7,2,1.7
08/09/2016,3.1,2.4,2.9,2.6,1.6
09/09/2016,3.2,2.7,2.7,2.9,2.3
10/09/2016,2.5,2.4,,2.7,2.4
11/09/2016,1.9,1.7,,2.1,1.7
12/09/2016,2.3,1.8,,2.6,1.9
13/09/2016,2.6,1.8,1.2,1.6,1.8
14/09/2016,1.8,1.7,0.9,1.7,2
15/09/2016,1.8,2,2,2.6,2.3
16/09/2016,1.5,1.3,1.4,2.3,2.2
17/09/2016,1.8,1.6,1.5,1.7,1.6
18/09/2016,0.7,0.5,1.5,1,0.7
19/09/2016,1.5,1.3,,2.1,1.7
20/09/2016,2.1,1.7,,2.1,1.5
21/09/2016,1.2,1,1.4,1.2,1.2
22/09/2016,1.5,1.4,2.2,2,1.8
23/09/2016,2.4,2.3,2.7,2.5,2.3
24/09/2016,2.2,1.7,2.4,2.2,1.9
25/09/2016,2.1,1.9,1.9,2.2,2.1
26/09/2016,2.3,1.7,2.3,2.5,1.8
27/09/2016,1.8,2,2,2.4,2.2
28/09/2016,2.5,1.8,2.4,2.4,1.8
29/09/2016,2.4,1.7,1.8,2.5,1.7
30/09/2016,1.9,2.2,2,2.3,2.3
01/10/2016,2.3,2.4,2.3,2.5,2.5
02/10/2016,2.4,2.5,1.6,2.6,2.4
03/10/2016,2.7,2.7,1.8,2.8,2.8
04/10/2016,2.3,2.4,2.4,2.9,2.8
05/10/2016,2.3,2.4,2.6,2.8,2.5
06/10/2016,2,1.8,2.1,2.6,2.5
07/10/2016,1.7,2,2,2.6,1.9
08/10/2016,2.7,2.5,2.2,2.3,2.8
09/10/2016,2.6,2.4,2.9,2.7,2.8
10/10/2016,2.9,2.9,2.5,2.9,2.7
11/10/2016,2.4,2.2,2.7,2.8,2.5
12/10/2016,2.1,1.8,2.3,2.4,2
13/10/2016,2.5,2.2,2.4,2.3,2.4
14/10/2016,2.1,1.7,2,2.2,1.9
15/10/2016,2.3,2.1,1.8,2.3,2.2
16/10/2016,3,2.8,1.9,3,2.6
17/10/2016,1.8,2.2,2,2.5,
18/10/2016,1.7,1.9,1.6,1.7,1.9
19/10/2016,2.5,2.3,2.4,2.4,2
20/10/2016,3,2.5,2.8,2.4,2.1
21/10/2016,2.9,2.4,2.1,2.3,2.3
22/10/2016,2.4,2.1,1.7,2,2
23/10/2016,2.2,2.1,2.3,2.4,2.2
24/10/2016,1.9,1.5,2.3,1.9,1.8
25/10/2016,2,,1.8,2.3,2.1
26/10/2016,2.2,1.9,1.7,2.6,1.9
27/10/2016,2.4,2,2.1,1.9,2.1
28/10/2016,2,1.3,2.2,1.5,1.7
29/10/2016,2.4,1.7,2.1,2.2,2
30/10/2016,3,2.7,2.1,3,2.3
31/10/2016,2.4,2,2.6,2.5,2.3
01/11/2016,,2,2.2,2.3,2.3
02/11/2016,2.1,1.5,2.6,2.2,2.2
03/11/2016,2.7,2.1,2.9,2.2,2.5
04/11/2016,2.6,2.2,2.8,2.2,2
05/11/2016,2.5,2.5,2.1,2.5,2.5
06/11/2016,2.4,2.2,2.2,2.2,2.4
07/11/2016,2.7,1.8,1.8,3,2
08/11/2016,2.1,1.5,2.6,1.4,1.8
09/11/2016,2.5,1.8,2.5,1.4,1.7
10/11/2016,2.7,2,2.8,2.2,2.1
11/11/2016,2.6,2,2.9,2.1,
12/11/2016,3.4,3.3,3.5,3.2,2.9
13/11/2016,2.4,2.3,2.4,2.4,2.2
14/11/2016,2.2,1.9,2.2,2,1.8
15/11/2016,2.2,1.8,2.2,1.7,2.2
16/11/2016,1.8,1.5,2.2,1.7,2
17/11/2016,,1.3,1.7,1.6,1.8
18/11/2016,3.2,3.2,2.2,3.1,2.9
19/11/2016,2.9,2.6,2.3,2.5,2.7
20/11/2016,2.8,2.1,2.7,2.5,2.3
21/11/2016,2.6,1.8,2,2.5,2.6
22/11/2016,2.7,2.1,1.9,3,2.6
23/11/2016,2.5,1.8,2.5,2.2,2.5
24/11/2016,2,1.7,2.2,,2.3
25/11/2016,2.3,2,2.9,2.1,2.5
26/11/2016,2.7,2,2.3,2.4,2.6
27/11/2016,2.6,2.1,2.2,2.2,2.5
28/11/2016,2.8,,2.5,2.1,2.7
29/11/2016,,2.2,,2,2.7
30/11/2016,2.6,1.8,2.8,2.1,2.3
01/12/2016,2.7,2.1,1.9,2.8,2.9
02/12/2016,3.8,2.6,3,3.9,3
03/12/2016,3,2.5,3.1,2.8,3.3
04/12/2016,2.4,2.3,2.6,2.7,2.9
05/12/2016,3.5,2.9,2.8,3.2,3.5
06/12/2016,1.8,1.4,2.2,1.9,2.1
07/12/2016,2.3,1.5,2.3,2.2,2.5
08/12/2016,2.7,2.4,2.4,3.1,3.1
09/12/2016,2.3,2,2.7,2.2,2.2
10/12/2016,2.1,1.5,2.2,2.1,2.2
11/12/2016,2.4,2,2.1,2.2,2.5
12/12/2016,2.3,2,2,1.9,2.5
13/12/2016,3.1,2.6,2.6,,
14/12/2016,2.9,2.9,3.5,,3.2
15/12/2016,2.1,1.4,2.2,1.7,1.3
16/12/2016,2,0.8,1.4,1.7,1.5
17/12/2016,2.8,2.3,2.3,2.7,2.4
18/12/2016,2.1,1.8,2,1.9,2
19/12/2016,2.2,1.8,1.9,1.8,2
20/12/2016,2.4,1.8,1.9,2.6,2.2
21/12/2016,2.4,2.2,2.6,2.3,3
22/12/2016,2.2,1.5,2.2,1.9,2
23/12/2016,2.2,1.9,1.9,1.9,2.2
24/12/2016,2.6,2.3,2.1,2.7,2.8
25/12/2016,2.2,2,1.7,2.9,2.5
26/12/2016,2,1.9,1.6,2.1,2
27/12/2016,2.2,2,1.7,2.4,2.8
28/12/2016,2,1.5,1.6,1.8,2.7
29/12/2016,3.7,3.2,3.3,3.5,3.6
30/12/2016,4.3,4.1,2.9,3.1,4.7
31/12/2016,2.8,,,,3.9
01/01/2017,2.6,,2.5,,2.5
02/01/2017,2.2,,2.1,,1.9
03/01/2017,1.6,,1.8,,1.7
04/01/2017,1.7,1.3,1.6,1.4,1.5
05/01/2017,1.6,0.9,1.6,1.2,1.2
06/01/2017,1.5,0.7,1.4,1.1,1.1
07/01/2017,1.5,1.2,1.5,1.4,1.6
08/01/2017,2,1.4,1.7,2.1,2.2
09/01/2017,2.4,1.7,1.8,1.7,3.7
10/01/2017,2.6,2.5,2.5,3.3,2.5
11/01/2017,4,2.9,3,3.4,2.8
12/01/2017,2.4,1.8,2.5,2.2,2.8
13/01/2017,2.8,2.2,2.1,2.3,2.8
14/01/2017,2.1,1.9,2.6,2.7,2.7
15/01/2017,2.5,2,2.2,1.9,2.3
16/01/2017,2.2,1.9,2,1.7,2.3
17/01/2017,3.4,2.9,2.3,3.2,3.6
18/01/2017,2.9,2.6,2.8,2.6,3.2
19/01/2017,2.1,1.4,2,1.9,1.5
20/01/2017,2.5,2.1,1.7,2.2,1.6
21/01/2017,2.4,2.1,2.2,2.3,2.4
22/01/2017,2.2,1.9,2.1,1.9,2.4
23/01/2017,2.5,2.1,2.1,2.5,3.4
24/01/2017,2.8,2.8,3,2.6,2.8
25/01/2017,1.7,1.1,2.1,1.3,1.4
26/01/2017,1.6,1.3,2,1.3,1.7
27/01/2017,2.3,1.8,1.7,1.8,
28/01/2017,2.1,1.7,1.4,2.2,
29/01/2017,2.7,2,1.7,1.8,
30/01/2017,2.7,1.8,1.6,3.1,
31/01/2017,2.6,2.1,2.7,1.7,3.1
01/02/2017,1.4,1,2,1.1,1.6
02/02/2017,2.1,1.6,1.8,2.1,
03/02/2017,2.3,1.5,1.9,1.9,
04/02/2017,2.3,1.3,2.2,1.8,2.6
05/02/2017,4.2,2.3,2.4,5,2.9
06/02/2017,3.6,2.8,2.8,3,4
07/02/2017,1.8,1.2,2.3,1.6,1.6
08/02/2017,2.5,1.8,2.1,2.2,2
09/02/2017,2.2,1.9,1.4,2.4,2
10/02/2017,4.5,4.2,2.5,3.7,4.2
11/02/2017,5.1,4.3,4.2,3.7,3.9
12/02/2017,2.5,2.3,2.8,1.7,3.2
13/02/2017,2.4,2,2.9,2.4,2.6
14/02/2017,2,1.5,2,1.3,1.6
15/02/2017,2.1,1.6,1.8,2.1,2.1
16/02/2017,2.4,2.1,,2.4,3.1
17/02/2017,3,2.3,2.3,2.8,2.6
18/02/2017,2.6,2.2,3.1,2.1,2.8
19/02/2017,2.3,1.9,2,2.2,2.2
20/02/2017,2.3,2.1,2.4,1.9,2.2
21/02/2017,2,1.8,2.1,2.3,2.4
22/02/2017,2.5,2,2.1,2.4,2.2
23/02/2017,2.6,2.2,2.1,2,3
24/02/2017,2.4,1.6,2,1.9,2.1
25/02/2017,1.7,1.4,2.1,1.7,1.6
26/02/2017,2.2,1.5,2,1.8,1.8
27/02/2017,2.2,1.5,2,1.5,1.7
28/02/2017,2.3,1.1,1.6,1.7,1.2
01/03/2017,2.1,1.2,2.2,1.5,1.5
02/03/2017,2.3,1.2,1.9,2,1.9
03/03/2017,2,1,1.8,1.5,1.5
04/03/2017,2.2,1.5,1.6,1.8,1.7
05/03/2017,1.9,1.6,1.4,2.1,1.8
06/03/2017,,1.4,1.8,1.9,1.9
07/03/2017,2.2,1.4,1.9,1.8,1.9
08/03/2017,2.5,1.6,,1.8,2
09/03/2017,2.4,1.5,2.2,1.7,1.7
10/03/2017,1.8,1,1.6,1.6,1.5
11/03/2017,1.7,1.4,1.8,1.6,2.1
12/03/2017,2.4,2.1,1.9,2.5,2.3
13/03/2017,2.7,1.7,2.3,1.9,2.2
14/03/2017,2.4,1.3,2.6,2.1,1.5
15/03/2017,2.1,1.4,1.6,2,1.2
16/03/2017,1.9,1.2,1.5,1.9,1.5
17/03/2017,2.6,2,2.4,2.1,2
18/03/2017,2.2,1.7,2,2,1.7
19/03/2017,2.3,1.6,2.1,1.9,2
20/03/2017,2,1.3,1.2,1.3,1.6
21/03/2017,1.9,0.8,0.9,1,1.6
22/03/2017,1.9,1.6,1.2,2.3,1.9
23/03/2017,1.9,1.3,1.9,1.6,1.4
24/03/2017,2.2,1.1,2.1,1.4,1.8
25/03/2017,1.7,1.3,1.7,1.3,1.6
26/03/2017,2.2,1.6,1.8,1.9,2.2
27/03/2017,1.9,1.5,1.5,2.1,1.7
28/03/2017,2.3,1.7,2.2,1.6,1.6
29/03/2017,2.8,0.5,1.9,2.1,2.3
30/03/2017,2.5,1.1,1.4,2.1,1.6
31/03/2017,2.3,1.3,2,2.1,2.1
01/04/2017,2.3,0.9,2.3,2.1,2.1
02/04/2017,2.7,1.6,2.6,2.3,2.3
03/04/2017,1.8,0.7,1.9,1.6,1.8
04/04/2017,2.4,0.7,2.3,1.7,1.5
05/04/2017,2.3,0.6,1.9,1.5,1.1
06/04/2017,1.6,0.2,1.8,1.3,1
07/04/2017,1.8,0.3,1.3,1.4,1.3
08/04/2017,1.8,0.2,1.5,2.3,1.3
09/04/2017,2.1,0.4,1.7,2.6,1.8
10/04/2017,1.5,0.4,1.8,2.2,1.5
11/04/2017,1.8,0.9,1.8,2.1,1.7
12/04/2017,1.7,0.7,1.5,1.6,1.8
13/04/2017,1.9,0.7,1.6,1.5,1.3
14/04/2017,1.4,0.4,1.6,1.8,1.7
15/04/2017,1.9,0.7,1.9,1.9,1.9
16/04/2017,2.4,0.7,1.7,2.3,2
17/04/2017,1.8,0.6,1.9,1.8,1.9
18/04/2017,2,0.4,1.9,2.2,1.8
19/04/2017,2.3,0.6,2,1.8,1.4
20/04/2017,1.6,0.1,1.1,1.3,1.2
21/04/2017,1.7,0.1,1.3,1.5,1.1
22/04/2017,1.2,0.2,0.8,1.3,1
23/04/2017,2.1,0.6,0.8,1.8,1.9
24/04/2017,2.4,,1.8,2,1.6
25/04/2017,2.1,0.2,1,2.2,1.5
26/04/2017,1.9,0.5,1.8,2.2,1.8
27/04/2017,1.9,1.3,1.5,2,1.5
28/04/2017,1.6,0.7,1.6,1.8,1.7
29/04/2017,,0.5,1.2,1.4,1.3
30/04/2017,,0.7,1.2,1.8,1.4
01/05/2017,,,0.5,1.5,1.2
02/05/2017,1.4,0.6,1.7,1.4,1.2
03/05/2017,2.6,1.4,2.7,2.1,1.8
04/05/2017,2,0.4,2.2,1.5,1.1
05/05/2017,1.7,0.4,1.4,1.4,1.1
06/05/2017,1.3,0.2,0.6,2.2,1.5
07/05/2017,2.3,0.9,1.9,2.3,1.9
08/05/2017,1.7,1,2.1,1.5,1.2
09/05/2017,1.4,0.6,1.9,1.8,1.2
10/05/2017,1.3,0.4,1.4,1.6,1
11/05/2017,1.9,0.7,1.8,1.6,1.2
12/05/2017,1.5,0.6,1.4,1.7,0.6
13/05/2017,1.7,0.3,1.3,1.8,1
14/05/2017,2.1,0.6,1.5,2,1.2
15/05/2017,1.7,1,1.6,2.2,1.2
16/05/2017,1.6,0.4,1.2,1.7,0.8
17/05/2017,1.7,0.3,1.1,0.9,0.9
18/05/2017,2.1,0.5,1.8,2.1,1.2
19/05/2017,2.7,0.3,1.8,1.6,0.3
20/05/2017,1.7,0.2,1.2,1.5,1.3
21/05/2017,1.8,0.6,1.7,1.8,1.1
22/05/2017,1.7,,2.3,1,0.8
23/05/2017,1.3,,0.8,1.4,0.9
24/05/2017,1.3,0.5,1.2,2,1.4
25/05/2017,1.4,0.3,1,1.3,0.9
26/05/2017,1.5,0.5,0.6,1.1,0.9
27/05/2017,1.3,0.3,0.7,1.2,0.9
28/05/2017,1.5,0.3,0.8,1.8,1.5
29/05/2017,1.6,,1.2,2.3,1.9
30/05/2017,1.2,,1,2.2,0.9
31/05/2017,,1.5,1.4,2.1,1.1
01/06/2017,,1.2,2,2.2,1.8
02/06/2017,1.5,1.3,1.8,2.2,1.1
03/06/2017,2,1.5,1.7,2.1,1.6
04/06/2017,1.4,0.9,1.7,1.4,1.1
05/06/2017,0.6,0.5,0.4,1,0.8
06/06/2017,1.3,1.2,0.9,2.3,1.5
07/06/2017,3,2.1,1.3,2.2,2.5
08/06/2017,2.5,1,2.5,1.5,2
09/06/2017,2.1,1.1,1.5,1.8,
10/06/2017,3,2,2.3,2,
11/06/2017,0.7,0.5,1.2,1.6,
12/06/2017,1.5,0.8,1.2,0.9,
13/06/2017,1.7,0.8,2.4,1.1,
14/06/2017,1.1,0.5,1.2,1.2,0.9
15/06/2017,0.6,0.2,0.5,0.6,0.4
16/06/2017,0.6,0.2,0.6,0.7,0.4
17/06/2017,2.2,0.9,1.5,1.1,0.8
18/06/2017,2.2,1.4,2.3,2,1.7
19/06/2017,2.2,1.1,2,1.5,1.6
20/06/2017,1,0.5,1.6,1.2,1
21/06/2017,1.2,0.6,1.2,1.1,0.9
22/06/2017,1,0.5,1.4,1.4,0.8
23/06/2017,0.3,0.3,0.4,1.2,0.5
24/06/2017,1.1,1,1.5,1.9,1.2
25/06/2017,1.2,1,1,1.3,1.4
26/06/2017,0.9,0.6,0.7,1.7,0.9
27/06/2017,0.5,0.1,0.5,1,0.5
28/06/2017,0.2,0,0.2,0.9,0.1
29/06/2017,0.5,0.4,0.3,1.2,0.5
30/06/2017,1.8,1.3,1.2,2,0.9
01/07/2017,1.7,1.3,1.4,2,1
02/07/2017,0.9,0.8,0.6,1,0.7
03/07/2017,0.6,0.4,0.4,0.7,0.1
04/07/2017,1.4,1.5,1.4,1,1.4
05/07/2017,1.9,2.1,,1.8,2
06/07/2017,1,1,,1.6,1.2
07/07/2017,0.7,0.7,0.6,1,1.1
08/07/2017,0.9,0.9,1.1,2,1.4
09/07/2017,1.2,1.2,1.3,2.1,1.5
10/07/2017,1,0.8,1,2.1,1
11/07/2017,1.8,1.2,1.3,1.8,0.9
12/07/2017,1,0.5,1.8,2.2,0.9
13/07/2017,1,0.7,0.8,1.5,0.9
14/07/2017,0.9,0.9,0.5,1.9,0.9
15/07/2017,1.6,1.3,0.8,2.7,1.1
16/07/2017,1.9,1.7,2.1,2,1.2
17/07/2017,0.8,0.7,0.6,1.7,0.7
18/07/2017,1.4,1.5,1,1.9,1.8
19/07/2017,1.6,2,2.2,2.9,2.3
20/07/2017,1.8,1.4,1.8,2.7,1.9
21/07/2017,1.8,1.4,1.5,2.3,2
22/07/2017,0.9,1,1,2.1,1.2
23/07/2017,1.9,1.8,2.2,2.7,1.8
24/07/2017,1.4,1.2,1.5,2.4,2.1
25/07/2017,1.3,1,1,,1.2
26/07/2017,2.5,2.4,2,,2.5
27/07/2017,2.1,1.4,1.4,1.8,1.1
28/07/2017,1.9,1.7,0.9,2.3,1.9
29/07/2017,1.6,1.3,0.9,2.6,1.2
30/07/2017,2.1,2.3,0.7,2.6,2.8
31/07/2017,1.4,1.1,2.1,1.9,1.3
01/08/2017,2.1,1.6,1.9,2.3,1.2
02/08/2017,1.8,1.4,2.3,2.3,1.2
03/08/2017,2,1.2,1.9,2.1,1.1
04/08/2017,1.8,2,2.1,2.3,2.1
05/08/2017,2.3,2.3,2.1,,2.9
06/08/2017,2.7,2.7,1.1,,2.5
07/08/2017,2.4,2.6,1.7,,2.1
08/08/2017,2.2,2.3,2.4,,2.6
09/08/2017,1.6,1.3,1.5,2,1.2
10/08/2017,1.3,1.3,1.2,1.3,1.5
11/08/2017,2.4,2.4,1.8,2.5,2.7
12/08/2017,2.2,2.1,2.1,3,2.4
13/08/2017,2.1,1.7,1.5,2.3,1.7
14/08/2017,1.3,1.1,1,2,1.4
15/08/2017,0.8,1,0.6,1.3,0.7
16/08/2017,2.6,2.6,1.8,2.9,3
17/08/2017,2.2,2.3,2.5,2.7,2.6
18/08/2017,2.7,2.7,2.7,3.1,3
19/08/2017,2.8,2.6,2.8,2.9,2.6
20/08/2017,2.2,2,2.4,2.6,1.9
21/08/2017,0.9,0.9,0.3,1.8,0.6
22/08/2017,1.7,0.9,1.6,1.7,1.7
23/08/2017,1.7,1.1,1.5,1.9,2
24/08/2017,2.4,1.7,2.3,2.5,1.8
25/08/2017,2.5,1.8,2.5,2.4,2.4
26/08/2017,1.8,1.7,2.3,2,1.6
27/08/2017,1.8,1.8,2.2,2.6,2
28/08/2017,2.3,2.1,2.5,2.3,2.4
29/08/2017,1.9,1.2,1.9,1.9,1.7
30/08/2017,2.3,1.9,2.2,2.9,1.7
31/08/2017,2.4,2.4,2.7,2.8,2.5
01/09/2017,2.1,1.5,1.9,2.3,1.7
02/09/2017,2,1.7,1.6,2,1.8
03/09/2017,2.1,2.1,1.4,2.7,2.3
04/09/2017,2.6,2.7,2.2,2.4,2.7
05/09/2017,2.4,2.6,2.2,2.7,2.9
06/09/2017,2.4,2.3,2.6,2.9,2.9
07/09/2017,2.2,2.2,2.3,2.8,2.8
08/09/2017,2.5,2.5,2.6,2.9,2.9
09/09/2017,2.3,2.1,2.5,2.4,2.3
10/09/2017,1.9,1.5,1.9,1.8,1.8
11/09/2017,1.7,1.7,1.6,2.2,1.3
12/09/2017,1.7,1,1.6,2,1.5
13/09/2017,2.9,2.9,1.4,3,2.8
14/09/2017,2.6,2.6,,3,2.9
15/09/2017,2,2,,3,2.4
16/09/2017,2.6,2.5,2.9,2.8,2.3
17/09/2017,2.3,1.8,2.5,2.1,2.1
18/09/2017,2.2,1.6,1.8,2.2,1.9
19/09/2017,2.5,2.3,2.3,2.8,2.3
20/09/2017,2.2,1.8,2.5,2.1,1.9
21/09/2017,1.9,1.3,1.6,1.6,2
22/09/2017,2.5,1.7,1.7,2,2.5
23/09/2017,2.9,2.5,1.6,3.6,2.6
24/09/2017,2.9,3,2.6,3.6,3.6
25/09/2017,2.1,2.1,2.2,2.9,2.2
26/09/2017,2.5,2.2,3,2.8,2.5
27/09/2017,3.2,2.7,3,2.5,2.9
28/09/2017,2.1,1.7,2,3.2,2.3
29/09/2017,2.3,2.1,2.3,2.2,2.3
30/09/2017,2.6,2.3,2.6,2.8,2.5
01/10/2017,2.8,2.3,2.6,2.2,2.3
02/10/2017,2.5,2.1,2.5,2.5,3
03/10/2017,2.6,2.2,2.2,1.9,2.4
04/10/2017,2.9,2.6,2.7,2.3,2.4
05/10/2017,2.9,2.4,2.9,3,3.1
06/10/2017,2.4,2.1,2.4,2.5,2
07/10/2017,2.6,2.2,2.8,2.6,2.6
08/10/2017,1.9,1.8,1.8,2.3,1.6
09/10/2017,3,2.4,3,2.6,2.7
10/10/2017,3.1,2.5,2.9,2.8,2.7
11/10/2017,3,2.3,2.6,2.7,2.4
12/10/2017,3.1,2.8,3.2,3.2,3.3
13/10/2017,2.5,,2.6,2.5,2.7
14/10/2017,3.2,2.6,3.2,2.7,2.4
15/10/2017,3.2,2.6,,2.9,2.2
16/10/2017,3,1.8,,2.4,2
17/10/2017,2.4,1.7,2.5,2.2,1.8
18/10/2017,2.8,2.4,2.5,2.5,1.8
19/10/2017,3.2,2.5,2.7,2.7,2.2
20/10/2017,2.3,1.7,2.2,1.7,1.7
21/10/2017,2.6,2.2,2.4,2.5,2.6
22/10/2017,2.3,1.8,2.5,2.6,2.3
23/10/2017,2.1,1.7,2,2.2,2.3
24/10/2017,2.4,1.9,1.7,2.3,2.1
25/10/2017,3.2,1.8,2.7,2.6,2.5
26/10/2017,3.2,2.6,3.8,2.6,3.1
27/10/2017,3.3,2.9,3.5,2.7,3.3
28/10/2017,2.9,1.9,2.3,3.1,2.1
29/10/2017,3.9,3.4,3,3.2,3
30/10/2017,2.7,2.6,2.7,2.8,2.6
31/10/2017,2.5,2.3,2.5,2.5,2.6
01/11/2017,2.5,2.2,2.6,2.3,2.2
02/11/2017,2.4,2,2,2.2,2.4
03/11/2017,2.6,2.1,2.3,2.7,2.3
04/11/2017,2.8,1.8,2.8,2.2,1.8
05/11/2017,2.8,2.1,2.8,2.1,1.9
06/11/2017,2.7,2.5,2.8,2.7,2.4
07/11/2017,2.4,2,2.4,2.3,2.3
08/11/2017,2.6,2,2.3,2.1,2.3
09/11/2017,1.7,1.4,1.5,1.9,1.4
10/11/2017,1.7,1,1.4,1.8,1.6
11/11/2017,2,1.5,1.9,2,2.1
12/11/2017,2.5,2.1,2,2.4,2.1
13/11/2017,2.6,2,2.5,2.5,2.2
14/11/2017,2,1.4,2,2.1,2.2
15/11/2017,2.1,1.7,,2.1,2.2
16/11/2017,2.5,2,1.8,2.2,1.6
17/11/2017,2.6,2.1,2,2.5,1.9
18/11/2017,2.6,2.2,2.2,2.5,2
19/11/2017,2.6,2,2.4,2.5,2.3
20/11/2017,2.3,1.5,2.1,2,1.7
21/11/2017,2.8,1.9,2.5,2.3,2.2
22/11/2017,2.6,1.8,2.3,2,2.2
23/11/2017,2.1,1.8,2,2.1,2.2
24/11/2017,,1.7,1.6,1.8,2.9
25/11/2017,1.9,1.3,1.3,1.6,2
26/11/2017,1.9,1.6,1.7,1.8,2.1
27/11/2017,2.2,1.6,1.5,1.9,1.9
28/11/2017,2.2,1.5,1.7,2.5,1.8
29/11/2017,1.7,,1.5,1.3,1.3
30/11/2017,1.7,1,1.4,1.5,1.6
01/12/2017,1.9,1.4,1.5,1.8,2.1
02/12/2017,2.6,2,1.9,2.6,2.4
